ID,YEAR,latitude,longitude,FIPS_STATE,state
6860242,1998,33.480193,-112.03903,04,AZ
6869050,1998,33.531223,-112.09882,04,AZ
6860234,1998,33.511448,-112.00778,04,AZ
6860175,1998,33.434916,-111.84284,04,AZ
6860003,1998,33.33506,-111.84642,04,AZ
6860485,1998,32.259574,-111.02221,04,AZ
6860080,1998,33.026377,-111.3879,04,AZ
6930396,1998,39.751871,-121.84741,06,CA
6930398,1998,39.742443,-121.84807,06,CA
6930061,1998,35.333982,-119.11258,06,CA
6930200,1998,35.373296,-119.02616,06,CA
6931764,1998,33.99733,-118.42342,06,CA
6931353,1998,33.788433,-118.19273,06,CA
6930089,1998,33.850615,-117.94668,06,CA
6930086,1998,33.847128,-117.93164,06,CA
6930019,1998,33.626241,-117.67974,06,CA
6930017,1998,33.815782,-116.45383,06,CA
6930490,1998,33.857756,-117.55507,06,CA
6930400,1998,33.982658,-117.688,06,CA
6930003,1998,47.457661,-122.33978,06,CA
6931885,1998,39.113253,-121.39728,06,CA
6840017,1998,39.74288,-104.95299,08,CO
6391025,1998,25.79825,-80.361272,12,FL
6390330,1998,30.346712,-81.664613,12,FL
6390310,1998,30.346436,-81.663134,12,FL
6391071,1998,27.981288,-82.473548,12,FL
6390029,1998,28.191244,-82.465284,12,FL
6390243,1998,26.612081,-81.811121,12,FL
6390718,1998,28.566632,-81.430554,12,FL
6390001,1998,28.40847,-81.470179,12,FL
6390475,1998,28.313919,-81.405704,12,FL
6390028,1998,26.438786,-80.126377,12,FL
6394010,1998,26.438817,-80.122566,12,FL
6390520,1998,27.889098,-82.787144,12,FL
6720014,1998,30.396006,-91.103753,22,LA
6720004,1998,30.448143,-91.147731,22,LA
6720109,1998,30.419939,-91.131476,22,LA
6720110,1998,30.450201,-91.15371,22,LA
6720335,1998,30.219825,-92.055271,22,LA
6720470,1998,32.694087,-92.079305,22,LA
6720179,1998,30.455662,-90.13326,22,LA
6140050,1998,42.42246,-71.164747,25,MA
6140725,1998,42.344316,-71.141134,25,MA
6142040,1998,42.093285,-71.296536,25,MA
6141040,1998,41.893415,-70.914424,25,MA
6441250,1998,43.175457,-85.268759,26,MI
6441580,1998,42.781727,-86.117086,26,MI
6440910,1998,42.358606,-83.056656,26,MI
6440850,1998,42.419467,-83.196161,26,MI
6440640,1998,42.350879,-83.057722,26,MI
6440570,1998,42.432475,-83.014392,26,MI
6630007,1998,37.153085,-93.280162,29,MO
6630270,1998,37.625447,-90.648818,29,MO
6639100,1998,39.029175,-94.469943,29,MO
6639207,1998,38.70712,-90.308693,29,MO
6630940,1998,38.62295,-90.241324,29,MO
6880068,1998,36.125892,-115.2444,32,NV
6221350,1998,40.475283,-74.286564,34,NJ
6210040,1998,42.644428,-73.784614,36,NY
6210010,1998,42.654399,-73.773199,36,NY
6210230,1998,42.997562,-78.182198,36,NY
6210220,1998,43.004001,-78.178711,36,NY
6210930,1998,40.609511,-74.025297,36,NY
6214320,1998,43.147983,-77.63634,36,NY
6213585,1998,40.639727,-73.9564,36,NY
6215050,1998,43.090799,-75.257899,36,NY
6214617,1998,40.850038,-73.166171,36,NY
6920615,1998,43.213925,-123.35531,41,OR
6230575,1998,40.039257,-75.51527,42,PA
6239265,1998,40.006082,-75.216173,42,PA
6370250,1998,33.79168,-78.993528,45,SC
6520105,1998,35.042441,-85.261084,47,TN
6520090,1998,35.123301,-85.237856,47,TN
6340035,1998,38.849371,-77.07645,51,VA
6340980,1998,37.596415,-77.459731,51,VA
6340530,1998,36.999985,-76.426183,51,VA
6340610,1998,36.850324,-76.259992,51,VA
6350568,1998,39.651698,-79.962117,54,WV
6350001,1998,39.656231,-79.952952,54,WV
6931255,2000,37.678994,-121.78051,06,CA
6930066,2000,37.687299,-121.88732,06,CA
6932418,2000,37.995802,-122.30111,06,CA
6930670,2000,40.791334,-124.13837,06,CA
6930720,2000,40.781293,-124.14082,06,CA
6932390,2000,34.168915,-118.09503,06,CA
6938373,2000,34.193941,-118.46326,06,CA
6932877,2000,37.780892,-122.43612,06,CA
6930725,2000,36.293404,-119.13207,06,CA
6390617,2000,25.784189,-80.226127,12,FL
6390054,2000,25.821609,-80.131403,12,FL
6390006,2000,27.167991,-81.824037,12,FL
6720250,2000,30.583981,-90.996054,22,LA
6149180,2000,42.284889,-71.289114,25,MA
6440020,2000,42.243541,-84.767326,26,MI
6630475,2000,39.072061,-94.586298,29,MO
6630441,2000,39.072355,-94.586278,29,MO
6632155,2000,39.254453,-94.638919,29,MO
6220210,2000,39.929286,-75.109844,34,NJ
6220490,2000,40.713656,-74.051548,34,NJ
6220535,2000,39.997893,-74.37431,34,NJ
6220270,2000,40.659403,-74.214718,34,NJ
6210290,2000,41.480567,-73.972187,36,NY
6212170,2000,42.826485,-78.820817,36,NY
6211105,2000,42.920548,-78.867309,36,NY
6210023,2000,44.039743,-75.723331,36,NY
6214230,2000,43.150231,-77.597182,36,NY
6213700,2000,43.026259,-78.862302,36,NY
6212580,2000,41.502398,-74.015498,36,NY
6211360,2000,41.435412,-74.041564,36,NY
6232630,2000,40.455176,-79.941107,42,PA
6230053,2000,40.543175,-80.179379,42,PA
6230945,2000,39.975565,-75.335348,42,PA
6233270,2000,41.907065,-79.844866,42,PA
6230765,2000,42.134026,-80.085725,42,PA
6231895,2000,40.033576,-75.145698,42,PA
6370080,2000,32.839783,-79.972494,45,SC
6370549,2000,32.494678,-80.986526,45,SC
6520680,2000,35.140158,-90.030988,47,TN
6340920,2000,37.629515,-77.523057,51,VA
6340845,2000,37.601842,-77.537979,51,VA
6340825,2000,37.548445,-77.449281,51,VA
6930570,2001,36.986806,-120.62832,06,CA
6390073,2001,26.108259,-80.34643,12,FL
6390069,2001,25.797591,-80.207388,12,FL
6390058,2001,28.581024,-81.192013,12,FL
6720138,2001,32.532659,-93.705469,22,LA
6720800,2001,32.459504,-93.713727,22,LA
6720825,2001,32.497454,-93.752133,22,LA
6728025,2001,30.383531,-91.101819,22,LA
6720003,2001,30.031337,-89.97204,22,LA
6720627,2001,29.968303,-90.09126,22,LA
6141730,2001,41.686183,-70.599023,25,MA
6142090,2001,42.368804,-71.24891,25,MA
6141320,2001,42.20371,-71.324675,25,MA
6440022,2001,42.418783,-82.914947,26,MI
6442462,2001,42.148497,-83.17546,26,MI
6630016,2001,38.65483,-90.294027,29,MO
6220005,2001,40.207717,-74.038102,34,NJ
6211160,2001,43.023085,-73.391393,36,NY
6215480,2001,40.939391,-73.892385,36,NY
6215450,2001,40.966225,-73.885557,36,NY
6232580,2001,40.468793,-79.954855,42,PA
6231520,2001,40.990572,-80.345622,42,PA
6232240,2001,39.975198,-75.132966,42,PA
6230011,2001,39.947859,-75.193744,42,PA
6521068,2001,36.138698,-86.803099,47,TN
6340450,2001,37.43921,-79.188912,51,VA
6340430,2001,37.415633,-79.170415,51,VA
6930862,2002,34.260062,-118.50151,06,CA
6930600,2002,34.142897,-117.97668,06,CA
6931179,2002,34.699786,-118.23577,06,CA
6930013,2002,34.198291,-118.61368,06,CA
6933372,2002,33.762177,-117.90197,06,CA
6930337,2002,33.831785,-118.01158,06,CA
6933290,2002,35.273372,-120.64443,06,CA
6933380,2002,34.432618,-119.70059,06,CA
6933465,2002,38.449776,-122.76854,06,CA
6933475,2002,38.443022,-122.69989,06,CA
6930565,2002,36.547801,-119.39053,06,CA
6932468,2002,34.151448,-119.19596,06,CA
6933470,2002,34.364898,-119.06466,06,CA
6720043,2002,30.450296,-90.068259,22,LA
6720137,2002,30.789636,-89.859747,22,LA
6720130,2002,30.778916,-89.867941,22,LA
6440670,2002,42.441405,-83.019282,26,MI
6631080,2002,38.590045,-90.227569,29,MO
6630910,2002,38.583634,-90.227449,29,MO
6220510,2002,40.758338,-74.149287,34,NJ
6211805,2002,40.709285,-73.603857,36,NY
6212410,2002,41.443055,-74.41076,36,NY
6211700,2002,41.389245,-74.320446,36,NY
6215320,2002,41.02613,-73.745598,36,NY
6929120,2002,45.484854,-122.63462,41,OR
6920599,2002,45.536403,-122.55581,41,OR
6239100,2002,42.122561,-80.087206,42,PA
6230480,2002,40.038863,-76.500209,42,PA
6239290,2002,40.018066,-75.097278,42,PA
